Employee ID,Leave Date,Leave Type,Sandwich Pattern,Connected Dates
475248,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
966833,2024-03-24,non sandwich leave,0,['2024-03-24']
966833,2024-05-25,non sandwich leave,0,['2024-05-25']
332910,2024-05-25,non sandwich leave,0,['2024-05-25']
718301,2024-12-19,non sandwich leave,0,['2024-12-19']
280350,2024-02-25,non sandwich leave,0,['2024-02-25']
539986,2024-02-14,non sandwich leave,0,['2024-02-14']
313909,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
474709,2024-09-07,non sandwich leave,0,['2024-09-07']
15016,2024-08-18,non sandwich leave,0,['2024-08-18']
831965,2024-07-27,non sandwich leave,0,['2024-07-27']
231829,2024-07-18,non sandwich leave,0,['2024-07-18']
867411,2024-06-22,non sandwich leave,0,['2024-06-22']
990507,2024-10-03,non sandwich leave,0,['2024-10-03']
621472,2024-11-28,non sandwich leave,0,['2024-11-28']
441192,2024-01-17,non sandwich leave,0,['2024-01-17']
10174,2024-06-23,non sandwich leave,0,['2024-06-23']
934425,2024-12-24,non sandwich leave,0,['2024-12-24']
500937,2024-08-29,non sandwich leave,0,['2024-08-29']
18008,2024-07-16,non sandwich leave,0,['2024-07-16']
45681,2024-03-13,non sandwich leave,0,['2024-03-13']
534580,2024-04-27,non sandwich leave,0,['2024-04-27']
570158,2024-06-10,sandwich leave,Monday extending weekend,"['2024-06-09', '2024-06-10']"
315401,2024-01-14,non sandwich leave,0,['2024-01-14']
644136,2024-10-02,non sandwich leave,0,['2024-10-02']
830092,2024-10-21,sandwich leave,Monday extending weekend,"['2024-10-20', '2024-10-21']"
206932,2024-06-26,non sandwich leave,0,['2024-06-26']
672709,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
775815,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
457502,2024-12-24,non sandwich leave,0,['2024-12-24']
975310,2024-12-22,non sandwich leave,0,['2024-12-22']
731372,2024-10-16,non sandwich leave,0,['2024-10-16']
222772,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
858190,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
628977,2024-02-14,non sandwich leave,0,['2024-02-14']
737747,2024-03-09,non sandwich leave,0,['2024-03-09']
986623,2024-08-02,sandwich leave,Friday extending weekend,"['2024-08-02', '2024-08-03']"
955545,2024-09-26,non sandwich leave,0,['2024-09-26']
150446,2024-02-25,non sandwich leave,0,['2024-02-25']
503767,2024-09-24,non sandwich leave,0,['2024-09-24']
610728,2024-10-14,sandwich leave,Monday extending weekend,"['2024-10-13', '2024-10-14']"
895108,2024-12-17,non sandwich leave,0,['2024-12-17']
650364,2024-10-30,non sandwich leave,0,['2024-10-30']
755520,2024-05-14,non sandwich leave,0,['2024-05-14']
289381,2024-10-18,sandwich leave,Friday extending weekend,"['2024-10-18', '2024-10-19']"
403008,2024-07-21,non sandwich leave,0,['2024-07-21']
956426,2024-10-20,non sandwich leave,0,['2024-10-20']
539170,2024-07-06,non sandwich leave,0,['2024-07-06']
426285,2024-01-19,sandwich leave,Friday extending weekend,"['2024-01-19', '2024-01-20']"
639948,2024-08-18,non sandwich leave,0,['2024-08-18']
469250,2024-07-12,sandwich leave,Friday extending weekend,"['2024-07-12', '2024-07-13']"
689699,2024-10-20,non sandwich leave,0,['2024-10-20']
309097,2024-07-09,non sandwich leave,0,['2024-07-09']
995774,2024-12-27,sandwich leave,Friday extending weekend,"['2024-12-27', '2024-12-28']"
902532,2024-08-22,non sandwich leave,0,['2024-08-22']
537261,2024-02-10,non sandwich leave,0,['2024-02-10']
227321,2024-07-18,non sandwich leave,0,['2024-07-18']
689925,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
574532,2024-12-10,non sandwich leave,0,['2024-12-10']
297914,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
540744,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
554939,2024-02-22,non sandwich leave,0,['2024-02-22']
414833,2024-03-24,non sandwich leave,0,['2024-03-24']
662812,2024-03-05,non sandwich leave,0,['2024-03-05']
779150,2024-10-25,sandwich leave,Friday extending weekend,"['2024-10-25', '2024-10-26']"
668932,2024-02-04,non sandwich leave,0,['2024-02-04']
944165,2024-12-08,non sandwich leave,0,['2024-12-08']
414477,2024-12-01,non sandwich leave,0,['2024-12-01']
832809,2024-04-05,sandwich leave,Friday extending weekend,"['2024-04-05', '2024-04-06']"
746061,2024-04-04,non sandwich leave,0,['2024-04-04']
699109,2024-08-06,non sandwich leave,0,['2024-08-06']
930617,2024-07-07,non sandwich leave,0,['2024-07-07']
562068,2024-12-31,non sandwich leave,0,['2024-12-31']
733535,2024-11-10,non sandwich leave,0,['2024-11-10']
763331,2024-02-20,sandwich leave,Tuesday after Monday holiday,"['2024-02-19', '2024-02-20']"
330275,2024-08-13,non sandwich leave,0,['2024-08-13']
323525,2024-02-06,non sandwich leave,0,['2024-02-06']
438939,2024-08-05,sandwich leave,Monday extending weekend,"['2024-08-04', '2024-08-05']"
559329,2024-10-17,non sandwich leave,0,['2024-10-17']
419503,2024-04-12,sandwich leave,Friday extending weekend,"['2024-04-12', '2024-04-13']"
989727,2024-03-12,non sandwich leave,0,['2024-03-12']
992309,2024-05-19,non sandwich leave,0,['2024-05-19']
36562,2024-04-10,non sandwich leave,0,['2024-04-10']
834015,2024-06-05,non sandwich leave,0,['2024-06-05']
821301,2024-11-01,sandwich leave,Friday extending weekend,"['2024-11-01', '2024-11-02']"
14304,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
842497,2024-04-29,sandwich leave,Monday extending weekend,"['2024-04-28', '2024-04-29']"
805292,2024-12-08,non sandwich leave,0,['2024-12-08']
253866,2024-11-23,non sandwich leave,0,['2024-11-23']
399056,2024-09-21,non sandwich leave,0,['2024-09-21']
399056,2024-10-27,non sandwich leave,0,['2024-10-27']
178506,2024-10-06,non sandwich leave,0,['2024-10-06']
66842,2024-06-03,sandwich leave,Monday extending weekend,"['2024-06-02', '2024-06-03']"
38795,2024-10-24,non sandwich leave,0,['2024-10-24']
745892,2024-03-03,non sandwich leave,0,['2024-03-03']
72844,2024-05-30,non sandwich leave,0,['2024-05-30']
527520,2024-05-08,non sandwich leave,0,['2024-05-08']
873512,2024-04-12,sandwich leave,Friday extending weekend,"['2024-04-12', '2024-04-13']"
772333,2024-02-06,non sandwich leave,0,['2024-02-06']
403942,2024-08-13,non sandwich leave,0,['2024-08-13']
840859,2024-10-20,non sandwich leave,0,['2024-10-20']
341515,2024-11-09,non sandwich leave,0,['2024-11-09']
680666,2024-12-05,non sandwich leave,0,['2024-12-05']
249378,2024-07-06,non sandwich leave,0,['2024-07-06']
777404,2024-11-07,non sandwich leave,0,['2024-11-07']
165398,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
38370,2024-03-25,sandwich leave,Monday extending weekend,"['2024-03-24', '2024-03-25']"
213463,2024-02-22,non sandwich leave,0,['2024-02-22']
141819,2024-09-25,non sandwich leave,0,['2024-09-25']
376254,2024-10-01,non sandwich leave,0,['2024-10-01']
603840,2024-04-16,non sandwich leave,0,['2024-04-16']
241852,2024-12-28,non sandwich leave,0,['2024-12-28']
715323,2024-01-28,non sandwich leave,0,['2024-01-28']
900605,2024-03-20,non sandwich leave,0,['2024-03-20']
142973,2024-05-16,non sandwich leave,0,['2024-05-16']
110276,2024-05-06,sandwich leave,Monday extending weekend,"['2024-05-05', '2024-05-06']"
889316,2024-11-03,non sandwich leave,0,['2024-11-03']
343143,2024-09-04,non sandwich leave,0,['2024-09-04']
482123,2024-06-19,non sandwich leave,0,['2024-06-19']
889522,2024-10-19,non sandwich leave,0,['2024-10-19']
852379,2024-03-23,non sandwich leave,0,['2024-03-23']
702500,2024-03-16,non sandwich leave,0,['2024-03-16']
299663,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
811248,2024-10-10,non sandwich leave,0,['2024-10-10']
395171,2024-01-05,sandwich leave,Friday extending weekend,"['2024-01-05', '2024-01-06']"
774887,2024-08-08,non sandwich leave,0,['2024-08-08']
171230,2024-08-25,non sandwich leave,0,['2024-08-25']
895749,2024-05-27,sandwich leave,Monday extending weekend,"['2024-05-26', '2024-05-27']"
234854,2024-01-13,non sandwich leave,0,['2024-01-13']
98973,2024-12-25,non sandwich leave,0,['2024-12-25']
872842,2024-08-03,non sandwich leave,0,['2024-08-03']
585092,2024-02-07,non sandwich leave,0,['2024-02-07']
970409,2024-11-08,sandwich leave,Friday extending weekend,"['2024-11-08', '2024-11-09']"
864046,2024-04-13,non sandwich leave,0,['2024-04-13']
970311,2024-02-13,non sandwich leave,0,['2024-02-13']
566147,2024-03-02,non sandwich leave,0,['2024-03-02']
384638,2024-07-25,non sandwich leave,0,['2024-07-25']
292146,2024-09-08,non sandwich leave,0,['2024-09-08']
601156,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
167039,2024-02-04,non sandwich leave,0,['2024-02-04']
197377,2024-09-04,non sandwich leave,0,['2024-09-04']
323953,2024-07-08,sandwich leave,Monday extending weekend,"['2024-07-07', '2024-07-08']"
256563,2024-06-17,sandwich leave,Monday extending weekend,"['2024-06-16', '2024-06-17']"
86335,2024-01-01,sandwich leave,Monday extending weekend,"['2023-12-31', '2024-01-01']"
734623,2024-09-24,non sandwich leave,0,['2024-09-24']
621102,2024-03-09,non sandwich leave,0,['2024-03-09']
715519,2024-08-22,non sandwich leave,0,['2024-08-22']
694767,2024-11-09,non sandwich leave,0,['2024-11-09']
282364,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
439057,2024-09-01,non sandwich leave,0,['2024-09-01']
986207,2024-09-24,non sandwich leave,0,['2024-09-24']
986207,2024-08-02,sandwich leave,Friday extending weekend,"['2024-08-02', '2024-08-03']"
230565,2024-10-02,non sandwich leave,0,['2024-10-02']
131384,2024-04-05,sandwich leave,Friday extending weekend,"['2024-04-05', '2024-04-06']"
170304,2024-01-03,non sandwich leave,0,['2024-01-03']
824986,2024-12-17,non sandwich leave,0,['2024-12-17']
694385,2024-06-12,non sandwich leave,0,['2024-06-12']
88297,2024-02-10,non sandwich leave,0,['2024-02-10']
883819,2024-07-19,sandwich leave,Friday extending weekend,"['2024-07-19', '2024-07-20']"
604399,2024-12-31,non sandwich leave,0,['2024-12-31']
834792,2024-04-28,non sandwich leave,0,['2024-04-28']
515761,2024-01-05,sandwich leave,Friday extending weekend,"['2024-01-05', '2024-01-06']"
425138,2024-10-27,non sandwich leave,0,['2024-10-27']
727786,2024-03-09,non sandwich leave,0,['2024-03-09']
862500,2024-03-11,sandwich leave,Monday extending weekend,"['2024-03-10', '2024-03-11']"
490610,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
980421,2024-02-17,non sandwich leave,0,['2024-02-17']
837442,2024-09-29,non sandwich leave,0,['2024-09-29']
403656,2024-07-27,non sandwich leave,0,['2024-07-27']
792859,2024-12-21,non sandwich leave,0,['2024-12-21']
664563,2024-03-12,non sandwich leave,0,['2024-03-12']
694905,2024-02-16,sandwich leave,Friday extending weekend,"['2024-02-16', '2024-02-17']"
850750,2024-06-18,non sandwich leave,0,['2024-06-18']
699144,2024-06-22,non sandwich leave,0,['2024-06-22']
562342,2024-03-24,non sandwich leave,0,['2024-03-24']
404772,2024-03-15,sandwich leave,Friday extending weekend,"['2024-03-15', '2024-03-16']"
167004,2024-07-28,non sandwich leave,0,['2024-07-28']
931793,2024-10-20,non sandwich leave,0,['2024-10-20']
416512,2024-11-01,sandwich leave,Friday extending weekend,"['2024-11-01', '2024-11-02']"
201279,2024-03-10,non sandwich leave,0,['2024-03-10']
453390,2024-05-19,non sandwich leave,0,['2024-05-19']
155457,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
828156,2024-05-13,sandwich leave,Monday extending weekend,"['2024-05-12', '2024-05-13']"
843415,2024-12-11,non sandwich leave,0,['2024-12-11']
235866,2024-04-21,non sandwich leave,0,['2024-04-21']
719462,2024-06-27,non sandwich leave,0,['2024-06-27']
569539,2024-05-31,sandwich leave,Friday extending weekend,"['2024-05-31', '2024-06-01']"
359484,2024-04-30,non sandwich leave,0,['2024-04-30']
660516,2024-06-17,sandwich leave,Monday extending weekend,"['2024-06-16', '2024-06-17']"
957269,2024-02-10,non sandwich leave,0,['2024-02-10']
952110,2024-01-21,non sandwich leave,0,['2024-01-21']
904543,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
658522,2024-09-04,non sandwich leave,0,['2024-09-04']
140191,2024-05-30,non sandwich leave,0,['2024-05-30']
997213,2024-09-29,non sandwich leave,0,['2024-09-29']
152944,2024-05-02,non sandwich leave,0,['2024-05-02']
532012,2024-01-14,non sandwich leave,0,['2024-01-14']
531532,2024-02-04,non sandwich leave,0,['2024-02-04']
186986,2024-10-26,non sandwich leave,0,['2024-10-26']
799501,2024-07-03,non sandwich leave,0,['2024-07-03']
694903,2024-10-10,non sandwich leave,0,['2024-10-10']
624129,2024-06-17,sandwich leave,Monday extending weekend,"['2024-06-16', '2024-06-17']"
230579,2024-06-16,non sandwich leave,0,['2024-06-16']
810284,2024-04-07,non sandwich leave,0,['2024-04-07']
775160,2024-07-27,non sandwich leave,0,['2024-07-27']
107649,2024-03-17,non sandwich leave,0,['2024-03-17']
712876,2024-01-18,non sandwich leave,0,['2024-01-18']
104317,2024-03-12,non sandwich leave,0,['2024-03-12']
270907,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
647281,2024-10-08,non sandwich leave,0,['2024-10-08']
396659,2024-03-10,non sandwich leave,0,['2024-03-10']
522681,2024-09-26,non sandwich leave,0,['2024-09-26']
816032,2024-03-27,non sandwich leave,0,['2024-03-27']
648951,2024-09-04,non sandwich leave,0,['2024-09-04']
21501,2024-11-21,non sandwich leave,0,['2024-11-21']
781053,2024-06-10,sandwich leave,Monday extending weekend,"['2024-06-09', '2024-06-10']"
411986,2024-04-25,non sandwich leave,0,['2024-04-25']
257336,2024-05-12,non sandwich leave,0,['2024-05-12']
992541,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
372505,2024-08-03,non sandwich leave,0,['2024-08-03']
593384,2024-12-13,sandwich leave,Friday extending weekend,"['2024-12-13', '2024-12-14']"
760603,2024-09-09,sandwich leave,Monday extending weekend,"['2024-09-08', '2024-09-09']"
714986,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
81446,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
854975,2024-11-06,non sandwich leave,0,['2024-11-06']
132261,2024-01-12,sandwich leave,Friday extending weekend,"['2024-01-12', '2024-01-13']"
599153,2024-08-10,non sandwich leave,0,['2024-08-10']
513273,2024-12-11,non sandwich leave,0,['2024-12-11']
850186,2024-09-19,non sandwich leave,0,['2024-09-19']
940464,2024-02-14,non sandwich leave,0,['2024-02-14']
979489,2024-07-03,non sandwich leave,0,['2024-07-03']
885927,2024-09-28,non sandwich leave,0,['2024-09-28']
949950,2024-10-06,non sandwich leave,0,['2024-10-06']
707374,2024-10-28,sandwich leave,Monday extending weekend,"['2024-10-27', '2024-10-28']"
734464,2024-11-01,sandwich leave,Friday extending weekend,"['2024-11-01', '2024-11-02']"
384190,2024-02-26,sandwich leave,Monday extending weekend,"['2024-02-25', '2024-02-26']"
92847,2024-11-22,sandwich leave,Friday extending weekend,"['2024-11-22', '2024-11-23']"
177087,2024-11-28,non sandwich leave,0,['2024-11-28']
789955,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
356646,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
986148,2024-09-11,non sandwich leave,0,['2024-09-11']
41873,2024-03-07,non sandwich leave,0,['2024-03-07']
631569,2024-07-02,non sandwich leave,0,['2024-07-02']
738046,2024-04-04,non sandwich leave,0,['2024-04-04']
104953,2024-05-09,non sandwich leave,0,['2024-05-09']
86179,2024-06-12,non sandwich leave,0,['2024-06-12']
99830,2024-05-16,non sandwich leave,0,['2024-05-16']
411643,2024-03-16,non sandwich leave,0,['2024-03-16']
419222,2024-12-11,non sandwich leave,0,['2024-12-11']
733749,2024-12-21,non sandwich leave,0,['2024-12-21']
506265,2024-09-28,non sandwich leave,0,['2024-09-28']
766486,2024-08-09,sandwich leave,Friday extending weekend,"['2024-08-09', '2024-08-10']"
257440,2024-05-07,non sandwich leave,0,['2024-05-07']
543054,2024-12-13,sandwich leave,Friday extending weekend,"['2024-12-13', '2024-12-14']"
543054,2024-07-04,non sandwich leave,0,['2024-07-04']
936972,2024-06-01,non sandwich leave,0,['2024-06-01']
25300,2024-12-17,non sandwich leave,0,['2024-12-17']
431859,2024-08-12,sandwich leave,Monday extending weekend,"['2024-08-11', '2024-08-12']"
338744,2024-07-09,non sandwich leave,0,['2024-07-09']
551697,2024-11-03,non sandwich leave,0,['2024-11-03']
717683,2024-12-31,non sandwich leave,0,['2024-12-31']
30734,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
809389,2024-04-24,non sandwich leave,0,['2024-04-24']
13420,2024-06-28,sandwich leave,Friday extending weekend,"['2024-06-28', '2024-06-29']"
297286,2024-03-07,non sandwich leave,0,['2024-03-07']
397129,2024-04-19,sandwich leave,Friday extending weekend,"['2024-04-19', '2024-04-20']"
441214,2024-02-28,non sandwich leave,0,['2024-02-28']
249281,2024-07-27,non sandwich leave,0,['2024-07-27']
533114,2024-04-12,sandwich leave,Friday extending weekend,"['2024-04-12', '2024-04-13']"
445625,2024-03-08,sandwich leave,Friday extending weekend,"['2024-03-08', '2024-03-09']"
595048,2024-08-21,non sandwich leave,0,['2024-08-21']
679303,2024-12-27,sandwich leave,Friday extending weekend,"['2024-12-27', '2024-12-28']"
84279,2024-01-02,sandwich leave,Tuesday after Monday holiday,"['2024-01-01', '2024-01-02']"
596006,2024-03-08,sandwich leave,Friday extending weekend,"['2024-03-08', '2024-03-09']"
345877,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
599308,2024-03-21,non sandwich leave,0,['2024-03-21']
251445,2024-07-23,non sandwich leave,0,['2024-07-23']
679127,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
605131,2024-08-28,non sandwich leave,0,['2024-08-28']
75240,2024-06-05,non sandwich leave,0,['2024-06-05']
908134,2024-06-15,non sandwich leave,0,['2024-06-15']
232747,2024-05-22,non sandwich leave,0,['2024-05-22']
164177,2024-11-02,non sandwich leave,0,['2024-11-02']
340328,2024-07-02,non sandwich leave,0,['2024-07-02']
60599,2024-10-12,non sandwich leave,0,['2024-10-12']
21134,2024-01-04,non sandwich leave,0,['2024-01-04']
294370,2024-04-07,non sandwich leave,0,['2024-04-07']
112920,2024-05-14,non sandwich leave,0,['2024-05-14']
958038,2024-07-07,non sandwich leave,0,['2024-07-07']
105015,2024-09-15,non sandwich leave,0,['2024-09-15']
455028,2024-02-26,sandwich leave,Monday extending weekend,"['2024-02-25', '2024-02-26']"
151824,2024-05-02,non sandwich leave,0,['2024-05-02']
713882,2024-08-15,non sandwich leave,0,['2024-08-15']
455997,2024-03-05,non sandwich leave,0,['2024-03-05']
782429,2024-09-13,sandwich leave,Friday extending weekend,"['2024-09-13', '2024-09-14']"
701851,2024-11-11,sandwich leave,Monday extending weekend,"['2024-11-10', '2024-11-11']"
111849,2024-06-09,non sandwich leave,0,['2024-06-09']
79039,2024-07-11,non sandwich leave,0,['2024-07-11']
648481,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
591795,2024-08-09,sandwich leave,Friday extending weekend,"['2024-08-09', '2024-08-10']"
111525,2024-03-31,non sandwich leave,0,['2024-03-31']
357937,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
389514,2024-01-31,non sandwich leave,0,['2024-01-31']
964835,2024-01-07,non sandwich leave,0,['2024-01-07']
401201,2024-06-13,non sandwich leave,0,['2024-06-13']
242851,2024-05-20,sandwich leave,Monday extending weekend,"['2024-05-19', '2024-05-20']"
254810,2024-06-16,non sandwich leave,0,['2024-06-16']
360238,2024-01-19,sandwich leave,Friday extending weekend,"['2024-01-19', '2024-01-20']"
525183,2024-04-22,sandwich leave,Monday extending weekend,"['2024-04-21', '2024-04-22']"
521043,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
223389,2024-10-02,non sandwich leave,0,['2024-10-02']
69421,2024-08-16,sandwich leave,Friday extending weekend,"['2024-08-16', '2024-08-17']"
332421,2024-01-24,non sandwich leave,0,['2024-01-24']
980083,2024-12-24,non sandwich leave,0,['2024-12-24']
96880,2024-03-03,non sandwich leave,0,['2024-03-03']
50891,2024-07-11,non sandwich leave,0,['2024-07-11']
127689,2024-01-18,non sandwich leave,0,['2024-01-18']
135974,2024-07-15,sandwich leave,Monday extending weekend,"['2024-07-14', '2024-07-15']"
883396,2024-10-04,sandwich leave,Friday extending weekend,"['2024-10-04', '2024-10-05']"
278039,2024-10-18,sandwich leave,Friday extending weekend,"['2024-10-18', '2024-10-19']"
319771,2024-04-23,non sandwich leave,0,['2024-04-23']
12113,2024-07-15,sandwich leave,Monday extending weekend,"['2024-07-14', '2024-07-15']"
51898,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
110313,2024-04-22,sandwich leave,Monday extending weekend,"['2024-04-21', '2024-04-22']"
311389,2024-04-11,non sandwich leave,0,['2024-04-11']
585449,2024-07-25,non sandwich leave,0,['2024-07-25']
416401,2024-11-14,non sandwich leave,0,['2024-11-14']
889439,2024-12-11,non sandwich leave,0,['2024-12-11']
72156,2024-09-03,sandwich leave,Tuesday after Monday holiday,"['2024-09-02', '2024-09-03']"
739759,2024-05-18,non sandwich leave,0,['2024-05-18']
262244,2024-05-29,non sandwich leave,0,['2024-05-29']
67525,2024-12-24,non sandwich leave,0,['2024-12-24']
750076,2024-12-23,sandwich leave,Monday extending weekend,"['2024-12-22', '2024-12-23']"
98994,2024-10-02,non sandwich leave,0,['2024-10-02']
499052,2024-03-20,non sandwich leave,0,['2024-03-20']
387701,2024-10-02,non sandwich leave,0,['2024-10-02']
147047,2024-11-11,sandwich leave,Monday extending weekend,"['2024-11-10', '2024-11-11']"
449383,2024-06-27,non sandwich leave,0,['2024-06-27']
611541,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
834410,2024-10-28,sandwich leave,Monday extending weekend,"['2024-10-27', '2024-10-28']"
771457,2024-03-09,non sandwich leave,0,['2024-03-09']
334648,2024-04-03,non sandwich leave,0,['2024-04-03']
519301,2024-03-27,non sandwich leave,0,['2024-03-27']
92221,2024-03-20,non sandwich leave,0,['2024-03-20']
466561,2024-06-08,non sandwich leave,0,['2024-06-08']
145206,2024-03-16,non sandwich leave,0,['2024-03-16']
118051,2024-05-04,non sandwich leave,0,['2024-05-04']
785536,2024-09-28,non sandwich leave,0,['2024-09-28']
652887,2024-05-03,sandwich leave,Friday extending weekend,"['2024-05-03', '2024-05-04']"
667287,2024-05-01,non sandwich leave,0,['2024-05-01']
536975,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
55751,2024-11-17,non sandwich leave,0,['2024-11-17']
894918,2024-12-08,non sandwich leave,0,['2024-12-08']
854737,2024-05-19,non sandwich leave,0,['2024-05-19']
210197,2024-01-25,non sandwich leave,0,['2024-01-25']
828205,2024-10-14,sandwich leave,Monday extending weekend,"['2024-10-13', '2024-10-14']"
892909,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
780364,2024-08-26,sandwich leave,Monday extending weekend,"['2024-08-25', '2024-08-26']"
309738,2024-07-22,sandwich leave,Monday extending weekend,"['2024-07-21', '2024-07-22']"
399439,2024-05-23,non sandwich leave,0,['2024-05-23']
641678,2024-12-17,non sandwich leave,0,['2024-12-17']
904029,2024-02-04,non sandwich leave,0,['2024-02-04']
875185,2024-01-04,non sandwich leave,0,['2024-01-04']
713740,2024-01-19,sandwich leave,Friday extending weekend,"['2024-01-19', '2024-01-20']"
634675,2024-01-16,sandwich leave,Tuesday after Monday holiday,"['2024-01-15', '2024-01-16']"
592221,2024-10-24,non sandwich leave,0,['2024-10-24']
298873,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
13931,2024-11-21,non sandwich leave,0,['2024-11-21']
247381,2024-10-12,non sandwich leave,0,['2024-10-12']
195062,2024-09-10,non sandwich leave,0,['2024-09-10']
903015,2024-02-14,non sandwich leave,0,['2024-02-14']
333480,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
217723,2024-07-08,sandwich leave,Monday extending weekend,"['2024-07-07', '2024-07-08']"
802764,2024-06-11,non sandwich leave,0,['2024-06-11']
267556,2024-10-28,sandwich leave,Monday extending weekend,"['2024-10-27', '2024-10-28']"
551562,2024-05-01,non sandwich leave,0,['2024-05-01']
725426,2024-10-19,non sandwich leave,0,['2024-10-19']
859265,2024-04-25,non sandwich leave,0,['2024-04-25']
89034,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
958153,2024-11-23,non sandwich leave,0,['2024-11-23']
191691,2024-10-12,non sandwich leave,0,['2024-10-12']
57869,2024-08-16,sandwich leave,Friday extending weekend,"['2024-08-16', '2024-08-17']"
635930,2024-10-27,non sandwich leave,0,['2024-10-27']
663471,2024-04-07,non sandwich leave,0,['2024-04-07']
415538,2024-05-17,sandwich leave,Friday extending weekend,"['2024-05-17', '2024-05-18']"
426722,2024-03-28,non sandwich leave,0,['2024-03-28']
178515,2024-12-15,non sandwich leave,0,['2024-12-15']
684061,2024-05-03,sandwich leave,Friday extending weekend,"['2024-05-03', '2024-05-04']"
363211,2024-12-05,non sandwich leave,0,['2024-12-05']
167545,2024-06-21,sandwich leave,Friday extending weekend,"['2024-06-21', '2024-06-22']"
736473,2024-06-16,non sandwich leave,0,['2024-06-16']
880565,2024-08-22,non sandwich leave,0,['2024-08-22']
156187,2024-01-13,non sandwich leave,0,['2024-01-13']
425973,2024-04-06,non sandwich leave,0,['2024-04-06']
962008,2024-02-14,non sandwich leave,0,['2024-02-14']
423840,2024-04-23,non sandwich leave,0,['2024-04-23']
361753,2024-08-31,non sandwich leave,0,['2024-08-31']
535986,2024-06-25,non sandwich leave,0,['2024-06-25']
785426,2024-10-19,non sandwich leave,0,['2024-10-19']
714140,2024-02-15,non sandwich leave,0,['2024-02-15']
53381,2024-12-26,non sandwich leave,0,['2024-12-26']
389603,2024-07-09,non sandwich leave,0,['2024-07-09']
427680,2024-10-26,non sandwich leave,0,['2024-10-26']
165219,2024-06-11,non sandwich leave,0,['2024-06-11']
862853,2024-07-20,non sandwich leave,0,['2024-07-20']
746409,2024-10-16,non sandwich leave,0,['2024-10-16']
674205,2024-09-11,non sandwich leave,0,['2024-09-11']
377472,2024-11-27,non sandwich leave,0,['2024-11-27']
601963,2024-02-27,non sandwich leave,0,['2024-02-27']
740320,2024-12-13,sandwich leave,Friday extending weekend,"['2024-12-13', '2024-12-14']"
570029,2024-08-17,non sandwich leave,0,['2024-08-17']
852048,2024-09-25,non sandwich leave,0,['2024-09-25']
593318,2024-05-19,non sandwich leave,0,['2024-05-19']
